ID,Tip,Nume,Cantitate,PragAlerta,PretAchizitie,PretVanzare,VolumM3
5953,Auto,Senzor Debitmetru Model 32,5,12,15.51,36.09,0.035
5954,Hardware,Set Imbusuri Model 51,147,18,87.28,130.33,0.243
5955,Electronice,[Electronice] Sursa Laborator Model 4,2,6,54.57,104.28,0.179
5956,Electronice,[Electronice] Multimetru Analogic Model 22,43,17,49.62,94.73,0.054
5957,Hardware,Cheie Dinamometrica Model 8,107,8,184.21,349.76,0.266
5958,Hardware,Trusa Tubulare Model 30,140,13,239.44,584.12,0.047
5959,Auto,Rulment Roata Fata Model 27,47,10,88.14,145.31,0.164
5960,Auto,Senzor Debitmetru Model 8,38,18,43.71,55.85,0.132
5961,Perisabile,[Perisabile] Spray Degripant Model 22,21,11,220.66,468.6,0.434
5962,Hardware,Set Imbusuri Model 16,87,12,18.23,22.74,0.466
5963,Electronice,[Electronice] Multimetru Analogic Model 96,43,12,65.0,138.35,0.278
5964,Perisabile,[Perisabile] Adeziv Industrial Model 81,80,14,50.47,118.61,0.015
5965,Perisabile,[Perisabile] Solutie Curatare Frane Model 88,140,20,275.02,389.56,0.244
5966,Perisabile,[Perisabile] Solutie Curatare Frane Model 45,68,8,142.69,260.31,0.44
5967,Auto,Baterie 12V 70Ah Model 42,113,7,13.58,18.37,0.296
5968,Electronice,[Electronice] Modul Transmisie LoRa Model 94,39,17,189.81,383.63,0.483
5969,Perisabile,[Perisabile] Adeziv Industrial Model 33,64,10,117.72,154.38,0.037
5970,Electronice,[Electronice] Modul Transmisie LoRa Model 15,110,13,40.64,88.7,0.239
5971,Perisabile,[Perisabile] Adeziv Industrial Model 41,106,16,219.29,407.47,0.017
5972,Auto,Baterie 12V 70Ah Model 24,131,7,59.05,128.11,0.397
5973,Perisabile,[Perisabile] Adeziv Industrial Model 39,119,18,293.88,357.37,0.08
5974,Hardware,Cheie Dinamometrica Model 5,88,13,243.52,364.28,0.066
5975,Electronice,[Electronice] Sursa Laborator Model 74,54,17,40.34,58.3,0.262
5976,Electronice,[Electronice] Modul Transmisie LoRa Model 66,29,8,285.97,502.31,0.051
5977,Hardware,Set Imbusuri Model 71,127,5,18.23,35.89,0.486
5978,Hardware,Set Imbusuri Model 86,126,11,230.86,342.04,0.435
5979,Hardware,Cheie Dinamometrica Model 43,57,13,210.96,388.3,0.334
5980,Perisabile,[Perisabile] Solutie Curatare Frane Model 63,66,16,177.26,418.38,0.078
5981,Electronice,[Electronice] Multimetru Analogic Model 49,107,18,246.37,483.19,0.465
5982,Auto,Senzor Debitmetru Model 29,117,13,54.26,103.57,0.381
5983,Electronice,[Electronice] Osciloscop Model 19,98,7,84.33,194.42,0.05
5984,Electronice,[Electronice] Modul Transmisie LoRa Model 39,17,9,211.88,317.72,0.334
5985,Hardware,Cheie Dinamometrica Model 97,12,5,247.53,507.38,0.352
5986,Auto,Senzor Debitmetru Model 80,2,12,218.88,385.45,0.047
5987,Hardware,Incarcator Gaz Model 31,97,12,213.09,462.54,0.033
5988,Auto,Filtru Aer Model 13,17,5,101.47,251.7,0.423
5989,Hardware,Cheie Dinamometrica Model 32,66,5,171.25,285.4,0.406
5990,Hardware,Incarcator Gaz Model 32,130,9,297.28,617.49,0.298
5991,Hardware,Incarcator Gaz Model 50,33,6,253.33,410.69,0.134
5992,Hardware,Incarcator Gaz Model 54,9,18,224.95,454.83,0.163
5993,Electronice,[Electronice] Osciloscop Model 6,91,11,256.26,459.63,0.222
5994,Hardware,Set Imbusuri Model 38,112,12,116.98,157.19,0.145
5995,Perisabile,[Perisabile] Adeziv Industrial Model 65,110,7,202.68,369.96,0.125
5996,Auto,Senzor Debitmetru Model 1,115,17,34.61,43.31,0.202
5997,Electronice,[Electronice] Multimetru Analogic Model 22,70,13,113.83,273.26,0.489
5998,Hardware,Incarcator Gaz Model 74,58,17,273.51,469.47,0.49
5999,Electronice,[Electronice] Modul Transmisie LoRa Model 65,14,13,182.05,370.37,0.34
6000,Electronice,[Electronice] Modul Transmisie LoRa Model 5,75,11,257.32,441.19,0.109
6001,Hardware,Set Imbusuri Model 52,124,9,99.22,133.41,0.06
6002,Perisabile,[Perisabile] Solutie Curatare Frane Model 5,133,11,277.61,451.63,0.259
6003,Auto,Rulment Roata Fata Model 51,119,20,258.01,577.21,0.029
6004,Perisabile,[Perisabile] Solutie Curatare Frane Model 76,125,7,72.64,116.16,0.227
6005,Auto,Senzor Debitmetru Model 90,39,9,95.62,157.47,0.121
6006,Hardware,Trusa Tubulare Model 92,123,14,116.23,195.21,0.443
6007,Hardware,Set Imbusuri Model 79,32,6,195.47,293.63,0.209
6008,Perisabile,[Perisabile] Solutie Curatare Frane Model 17,85,8,152.76,356.86,0.118
6009,Electronice,[Electronice] Multimetru Analogic Model 18,118,5,23.06,39.8,0.406
6010,Auto,Furtun Intercooler 2.0 TDI Model 21,18,14,281.47,616.67,0.454
6011,Hardware,Trusa Tubulare Model 32,63,20,225.27,372.65,0.018
6012,Hardware,Incarcator Gaz Model 28,81,10,117.78,145.63,0.428
6013,Auto,Senzor Debitmetru Model 77,133,17,246.38,356.2,0.236
6014,Hardware,Incarcator Gaz Model 12,101,5,118.88,156.62,0.056
6015,Auto,Senzor Debitmetru Model 47,59,19,43.51,76.75,0.212
6016,Auto,Rulment Roata Fata Model 19,136,13,24.81,43.53,0.493
6017,Perisabile,[Perisabile] Spray Degripant Model 32,43,7,14.37,30.07,0.132
6018,Perisabile,[Perisabile] Solutie Curatare Frane Model 20,11,9,246.85,549.9,0.123
6019,Electronice,[Electronice] Modul Transmisie LoRa Model 55,67,7,127.5,183.61,0.014
6020,Hardware,Trusa Tubulare Model 88,115,7,179.41,219.28,0.024
6021,Electronice,[Electronice] Multimetru Analogic Model 47,94,19,77.12,106.38,0.218
6022,Auto,Baterie 12V 70Ah Model 67,88,6,264.94,353.64,0.249
6023,Perisabile,[Perisabile] Adeziv Industrial Model 73,76,11,236.23,323.34,0.09
6024,Perisabile,[Perisabile] Adeziv Industrial Model 42,109,19,296.16,413.93,0.478
6025,Hardware,Set Imbusuri Model 95,68,7,204.04,423.23,0.397
6026,Perisabile,[Perisabile] Spray Degripant Model 76,41,7,113.88,248.54,0.127
6027,Hardware,Set Imbusuri Model 83,146,15,248.32,473.22,0.386
6028,Hardware,Cheie Dinamometrica Model 15,128,8,117.58,223.77,0.011
6029,Auto,Baterie 12V 70Ah Model 97,58,16,10.42,16.81,0.473
6030,Hardware,Trusa Tubulare Model 83,43,5,87.23,128.52,0.275
6031,Electronice,[Electronice] Sursa Laborator Model 10,15,10,112.34,221.36,0.069
6032,Hardware,Cheie Dinamometrica Model 4,26,18,160.04,387.76,0.107
6033,Hardware,Trusa Tubulare Model 47,104,12,62.85,78.74,0.308
6034,Auto,Set Placute Frana Model 8,71,17,183.99,394.24,0.433
6035,Electronice,[Electronice] Osciloscop Model 30,86,15,82.64,153.81,0.335
6036,Electronice,[Electronice] Sursa Laborator Model 31,88,5,116.97,239.99,0.355
6037,Electronice,[Electronice] Modul Transmisie LoRa Model 55,28,16,100.84,214.46,0.43
6038,Perisabile,[Perisabile] Solutie Curatare Frane Model 91,14,6,152.81,222.14,0.066
6039,Hardware,Set Imbusuri Model 96,119,11,190.34,450.08,0.317
6040,Hardware,Trusa Tubulare Model 7,1,5,168.99,264.92,0.407
6041,Perisabile,[Perisabile] Adeziv Industrial Model 22,122,13,57.88,80.28,0.18
6042,Perisabile,[Perisabile] Adeziv Industrial Model 93,130,15,260.12,549.98,0.228
6043,Auto,Baterie 12V 70Ah Model 74,137,6,61.27,138.3,0.43
6044,Electronice,[Electronice] Modul Transmisie LoRa Model 39,44,8,118.47,259.64,0.409
6045,Auto,Filtru Aer Model 50,47,17,132.24,174.81,0.085
6046,Auto,Baterie 12V 70Ah Model 41,71,7,261.44,505.19,0.326
6047,Hardware,Trusa Tubulare Model 34,149,19,274.36,511.55,0.33
6048,Auto,Senzor Debitmetru Model 70,25,15,60.04,125.91,0.455
6049,Hardware,Cheie Dinamometrica Model 42,39,16,272.6,467.05,0.304
6050,Perisabile,[Perisabile] Adeziv Industrial Model 3,143,12,191.76,383.74,0.359
6051,Hardware,Trusa Tubulare Model 64,3,18,30.84,57.35,0.172
6052,Electronice,[Electronice] Modul Transmisie LoRa Model 34,95,10,238.66,313.92,0.108
6053,Perisabile,[Perisabile] Adeziv Industrial Model 16,26,8,125.05,307.29,0.399
6054,Perisabile,[Perisabile] Adeziv Industrial Model 41,4,6,113.6,180.23,0.383
6055,Perisabile,[Perisabile] Spray Degripant Model 69,126,11,19.39,31.8,0.454
6056,Hardware,Trusa Tubulare Model 10,80,15,175.62,336.17,0.035
6057,Hardware,Trusa Tubulare Model 25,114,15,10.95,18.53,0.43
6058,Hardware,Cheie Dinamometrica Model 44,64,8,249.25,504.1,0.231
6059,Auto,Rulment Roata Fata Model 79,3,7,40.71,53.81,0.265
6060,Perisabile,[Perisabile] Adeziv Industrial Model 78,149,10,71.24,92.55,0.242
6061,Perisabile,[Perisabile] Solutie Curatare Frane Model 45,144,14,52.04,64.96,0.239
6062,Hardware,Incarcator Gaz Model 55,76,14,183.65,311.42,0.293
6063,Electronice,[Electronice] Osciloscop Model 17,144,11,294.9,523.99,0.383
6064,Hardware,Cheie Dinamometrica Model 50,118,13,278.63,383.89,0.292
6065,Perisabile,[Perisabile] Spray Degripant Model 1,126,7,69.08,166.05,0.386
6066,Auto,Baterie 12V 70Ah Model 44,134,15,126.71,225.9,0.345
6067,Electronice,[Electronice] Modul Transmisie LoRa Model 90,86,5,132.3,276.44,0.021
6068,Electronice,[Electronice] Osciloscop Model 5,54,20,255.95,456.11,0.048
6069,Perisabile,[Perisabile] Spray Degripant Model 47,20,18,140.61,312.3,0.121
6070,Hardware,Cheie Dinamometrica Model 21,21,14,224.58,362.94,0.469
6071,Hardware,Trusa Tubulare Model 10,87,18,65.57,88.83,0.381
6072,Auto,Filtru Aer Model 89,103,18,105.82,160.8,0.429
6073,Hardware,Set Imbusuri Model 19,43,6,80.03,190.51,0.383
6074,Perisabile,[Perisabile] Spray Degripant Model 99,86,15,186.72,310.24,0.267
6075,Auto,Furtun Intercooler 2.0 TDI Model 93,62,9,57.63,135.13,0.103
6076,Perisabile,[Perisabile] Solutie Curatare Frane Model 48,128,5,110.54,192.53,0.33
6077,Electronice,[Electronice] Multimetru Analogic Model 86,57,14,73.39,95.18,0.094
6078,Perisabile,[Perisabile] Solutie Curatare Frane Model 67,5,5,281.8,516.18,0.362
6079,Electronice,[Electronice] Modul Transmisie LoRa Model 14,2,9,235.84,437.24,0.352
6080,Perisabile,[Perisabile] Adeziv Industrial Model 1,68,9,163.22,307.9,0.206
6081,Electronice,[Electronice] Modul Transmisie LoRa Model 13,93,18,175.44,273.43,0.266
6082,Hardware,Cheie Dinamometrica Model 38,138,10,229.23,440.16,0.044
6083,Perisabile,[Perisabile] Adeziv Industrial Model 82,27,11,206.4,413.59,0.169
6084,Electronice,[Electronice] Osciloscop Model 79,108,11,127.56,166.22,0.464
6085,Hardware,Set Imbusuri Model 21,113,6,268.37,517.2,0.36
6086,Perisabile,[Perisabile] Adeziv Industrial Model 64,86,10,105.26,218.95,0.362
6087,Electronice,[Electronice] Multimetru Analogic Model 43,6,7,265.48,323.65,0.414
6088,Auto,Furtun Intercooler 2.0 TDI Model 9,81,17,211.49,367.21,0.067
6089,Auto,Set Placute Frana Model 71,8,17,213.61,503.54,0.248
6090,Perisabile,[Perisabile] Adeziv Industrial Model 5,35,9,285.12,671.8,0.121
6091,Electronice,[Electronice] Osciloscop Model 93,73,13,201.96,315.8,0.202
6092,Hardware,Cheie Dinamometrica Model 69,116,13,238.65,492.89,0.15
6093,Electronice,[Electronice] Osciloscop Model 14,20,12,159.77,326.59,0.155
6094,Hardware,Trusa Tubulare Model 82,80,18,38.0,80.69,0.393
6095,Hardware,Trusa Tubulare Model 52,140,15,26.83,45.93,0.348
6096,Electronice,[Electronice] Multimetru Analogic Model 34,80,16,236.58,369.15,0.038
6097,Electronice,[Electronice] Osciloscop Model 27,5,11,51.2,94.99,0.268
6098,Electronice,[Electronice] Osciloscop Model 80,109,10,281.26,475.55,0.224
6099,Hardware,Set Imbusuri Model 50,72,6,261.08,354.55,0.171
6100,Perisabile,[Perisabile] Adeziv Industrial Model 90,84,12,256.88,396.54,0.401
6101,Auto,Senzor Debitmetru Model 29,96,10,211.09,323.97,0.198
6102,Perisabile,[Perisabile] Solutie Curatare Frane Model 97,28,14,141.78,175.66,0.478
6103,Electronice,[Electronice] Sursa Laborator Model 79,51,17,217.58,378.66,0.33
6104,Perisabile,[Perisabile] Adeziv Industrial Model 56,112,16,55.29,78.24,0.095
6105,Auto,Filtru Aer Model 34,12,14,140.84,300.77,0.273
6106,Auto,Furtun Intercooler 2.0 TDI Model 94,132,8,229.88,425.94,0.342
6107,Auto,Filtru Aer Model 9,140,14,44.07,105.97,0.117
6108,Hardware,Set Imbusuri Model 61,138,16,122.15,299.75,0.304
6109,Hardware,Set Imbusuri Model 35,51,14,11.51,19.97,0.415
6110,Electronice,[Electronice] Osciloscop Model 38,144,10,95.4,158.13,0.478
6111,Electronice,[Electronice] Osciloscop Model 38,84,11,234.33,511.51,0.484
6112,Perisabile,[Perisabile] Adeziv Industrial Model 61,1,15,87.22,158.48,0.402
6113,Auto,Rulment Roata Fata Model 24,41,10,243.97,523.57,0.2
6114,Perisabile,[Perisabile] Spray Degripant Model 85,131,19,227.74,304.16,0.216
6115,Auto,Filtru Aer Model 31,39,8,278.96,624.03,0.336
6116,Hardware,Set Imbusuri Model 29,56,10,96.28,188.31,0.49
6117,Electronice,[Electronice] Osciloscop Model 51,107,5,104.06,157.26,0.297
6118,Hardware,Set Imbusuri Model 82,97,8,160.05,285.64,0.172
6119,Hardware,Set Imbusuri Model 14,51,10,32.31,71.42,0.023
6120,Auto,Rulment Roata Fata Model 37,147,5,108.92,163.78,0.086
6121,Hardware,Trusa Tubulare Model 21,23,9,159.84,378.79,0.412
6122,Perisabile,[Perisabile] Spray Degripant Model 16,39,5,159.68,296.42,0.239
6123,Auto,Furtun Intercooler 2.0 TDI Model 29,115,5,148.96,268.48,0.074
6124,Electronice,[Electronice] Sursa Laborator Model 79,22,20,88.67,212.24,0.336
6125,Hardware,Set Imbusuri Model 71,50,19,266.68,493.73,0.18
6126,Auto,Baterie 12V 70Ah Model 66,63,18,132.18,296.9,0.459
6127,Auto,Set Placute Frana Model 38,68,17,32.2,68.3,0.42
6128,Auto,Rulment Roata Fata Model 59,61,16,262.83,456.22,0.197
6129,Perisabile,[Perisabile] Adeziv Industrial Model 20,80,14,68.28,112.51,0.027
6130,Hardware,Trusa Tubulare Model 44,65,14,266.29,641.98,0.077
6131,Electronice,[Electronice] Sursa Laborator Model 52,31,6,172.26,291.57,0.19
6132,Auto,Senzor Debitmetru Model 33,70,12,27.45,48.71,0.076
6133,Hardware,Incarcator Gaz Model 65,79,10,253.68,593.46,0.052
6134,Hardware,Incarcator Gaz Model 33,146,14,149.95,196.21,0.324
6135,Auto,Set Placute Frana Model 20,141,12,156.49,382.18,0.376
6136,Electronice,[Electronice] Sursa Laborator Model 74,44,9,23.19,31.16,0.071
6137,Electronice,[Electronice] Modul Transmisie LoRa Model 20,147,13,74.06,179.62,0.354
6138,Auto,Senzor Debitmetru Model 13,86,5,229.2,534.94,0.092
6139,Hardware,Cheie Dinamometrica Model 28,69,20,277.44,343.63,0.249
6140,Auto,Rulment Roata Fata Model 33,59,17,115.15,278.98,0.054
6141,Auto,Rulment Roata Fata Model 15,112,16,27.39,46.93,0.467
6142,Electronice,[Electronice] Sursa Laborator Model 59,86,10,164.82,398.14,0.17
6143,Perisabile,[Perisabile] Adeziv Industrial Model 29,20,9,121.2,286.37,0.443
6144,Auto,Baterie 12V 70Ah Model 68,99,6,256.47,349.2,0.22
6145,Auto,Baterie 12V 70Ah Model 46,16,8,179.32,235.53,0.34
6146,Perisabile,[Perisabile] Spray Degripant Model 45,15,9,148.05,307.67,0.173
6147,Auto,Rulment Roata Fata Model 65,76,13,274.47,384.78,0.128
6148,Perisabile,[Perisabile] Adeziv Industrial Model 69,100,18,159.65,348.72,0.101
6149,Hardware,Incarcator Gaz Model 65,31,6,72.24,117.88,0.074
6150,Perisabile,[Perisabile] Adeziv Industrial Model 59,48,10,95.6,167.06,0.455
6151,Hardware,Cheie Dinamometrica Model 72,27,15,232.45,292.83,0.403
6152,Auto,Filtru Aer Model 90,81,9,73.8,173.39,0.431
6153,Auto,Rulment Roata Fata Model 55,79,17,47.75,68.47,0.46
6154,Hardware,Cheie Dinamometrica Model 11,71,15,168.96,226.52,0.482
6155,Perisabile,[Perisabile] Spray Degripant Model 23,89,18,270.61,555.02,0.461
6156,Electronice,[Electronice] Multimetru Analogic Model 18,77,17,99.16,241.65,0.412
6157,Electronice,[Electronice] Modul Transmisie LoRa Model 67,86,9,297.87,358.64,0.276
6158,Perisabile,[Perisabile] Solutie Curatare Frane Model 38,19,12,130.58,177.86,0.129
6159,Perisabile,[Perisabile] Adeziv Industrial Model 68,149,14,257.64,436.42,0.279
6160,Auto,Set Placute Frana Model 44,67,20,280.74,680.09,0.26
6161,Hardware,Incarcator Gaz Model 90,23,13,101.12,202.81,0.257
6162,Electronice,[Electronice] Modul Transmisie LoRa Model 44,70,20,188.32,291.22,0.288
6163,Perisabile,[Perisabile] Adeziv Industrial Model 15,91,12,10.19,13.88,0.433
6164,Electronice,[Electronice] Modul Transmisie LoRa Model 96,48,5,212.86,422.96,0.346
6165,Auto,Set Placute Frana Model 53,87,15,137.4,195.12,0.078
6166,Perisabile,[Perisabile] Adeziv Industrial Model 3,147,9,50.95,85.24,0.479
6167,Electronice,[Electronice] Multimetru Analogic Model 19,11,16,15.56,28.96,0.222
6168,Electronice,[Electronice] Sursa Laborator Model 97,14,17,79.51,132.25,0.389
6169,Auto,Rulment Roata Fata Model 65,10,14,223.28,378.62,0.366
6170,Electronice,[Electronice] Modul Transmisie LoRa Model 3,12,10,69.39,172.79,0.457
6171,Perisabile,[Perisabile] Adeziv Industrial Model 99,89,10,121.38,202.73,0.044
6172,Auto,Baterie 12V 70Ah Model 33,117,13,116.41,184.01,0.459
6173,Electronice,[Electronice] Osciloscop Model 80,37,5,217.59,334.13,0.303
6174,Electronice,[Electronice] Sursa Laborator Model 26,45,11,231.18,413.31,0.38
6175,Auto,Senzor Debitmetru Model 5,64,5,159.07,295.2,0.411
6176,Auto,Filtru Aer Model 34,143,19,227.48,335.49,0.118
6177,Perisabile,[Perisabile] Solutie Curatare Frane Model 72,22,5,245.15,487.91,0.265
6178,Hardware,Incarcator Gaz Model 56,119,13,119.42,252.69,0.402
6179,Hardware,Set Imbusuri Model 98,87,14,268.74,596.56,0.21
6180,Electronice,[Electronice] Osciloscop Model 58,60,7,146.28,272.73,0.098
6181,Electronice,[Electronice] Multimetru Analogic Model 14,148,5,265.45,339.76,0.287
6182,Electronice,[Electronice] Multimetru Analogic Model 21,114,7,237.05,520.45,0.452
6183,Electronice,[Electronice] Sursa Laborator Model 47,42,8,84.35,162.22,0.121
6184,Electronice,[Electronice] Osciloscop Model 87,79,10,227.5,546.63,0.204
6185,Electronice,[Electronice] Multimetru Analogic Model 49,137,15,126.73,253.04,0.09
6186,Perisabile,[Perisabile] Spray Degripant Model 28,118,18,150.45,329.74,0.114
6187,Auto,Senzor Debitmetru Model 72,90,12,161.6,285.3,0.102
6188,Perisabile,[Perisabile] Solutie Curatare Frane Model 52,115,13,261.73,413.38,0.454
6189,Hardware,Set Imbusuri Model 1,84,20,142.65,342.07,0.311
6190,Auto,Baterie 12V 70Ah Model 91,82,16,210.06,473.87,0.019
6191,Perisabile,[Perisabile] Adeziv Industrial Model 38,67,19,226.5,561.66,0.208
6192,Electronice,[Electronice] Multimetru Analogic Model 75,135,6,184.52,425.53,0.064
6193,Electronice,[Electronice] Sursa Laborator Model 25,43,19,94.52,166.81,0.436
6194,Perisabile,[Perisabile] Solutie Curatare Frane Model 17,30,14,205.72,360.92,0.099
6195,Perisabile,[Perisabile] Spray Degripant Model 49,136,15,111.36,257.6,0.224
6196,Auto,Furtun Intercooler 2.0 TDI Model 5,28,13,248.38,600.62,0.193
6197,Electronice,[Electronice] Multimetru Analogic Model 55,7,18,296.97,588.4,0.456
6198,Auto,Filtru Aer Model 37,45,9,43.63,81.65,0.343
6199,Auto,Senzor Debitmetru Model 82,60,12,53.61,87.64,0.185
6200,Hardware,Trusa Tubulare Model 76,22,16,189.58,311.68,0.486
6201,Electronice,[Electronice] Sursa Laborator Model 23,26,17,32.13,66.22,0.193
6202,Perisabile,[Perisabile] Adeziv Industrial Model 13,134,7,272.92,594.38,0.388
6203,Hardware,Incarcator Gaz Model 21,5,6,194.58,332.95,0.13
6204,Hardware,Incarcator Gaz Model 75,25,13,63.76,130.26,0.496
6205,Auto,Filtru Aer Model 19,4,6,238.05,476.86,0.229
6206,Hardware,Trusa Tubulare Model 95,51,18,93.56,219.04,0.016
6207,Hardware,Trusa Tubulare Model 52,144,15,186.75,390.06,0.327
6208,Electronice,[Electronice] Multimetru Analogic Model 35,14,15,218.06,347.78,0.485
6209,Electronice,[Electronice] Osciloscop Model 62,80,6,253.44,548.54,0.112
6210,Hardware,Cheie Dinamometrica Model 66,28,14,176.19,258.81,0.126
6211,Perisabile,[Perisabile] Adeziv Industrial Model 37,74,5,68.08,107.5,0.34
6212,Auto,Senzor Debitmetru Model 48,85,5,63.27,157.48,0.217
6213,Perisabile,[Perisabile] Solutie Curatare Frane Model 37,81,20,241.86,495.14,0.17
6214,Auto,Senzor Debitmetru Model 13,16,17,285.18,576.31,0.069
6215,Perisabile,[Perisabile] Adeziv Industrial Model 87,66,20,294.89,732.0,0.019
6216,Electronice,[Electronice] Sursa Laborator Model 98,6,17,34.21,82.63,0.433
6217,Perisabile,[Perisabile] Adeziv Industrial Model 31,127,9,15.06,37.12,0.389
6218,Hardware,Cheie Dinamometrica Model 46,40,11,255.97,536.96,0.47
6219,Auto,Set Placute Frana Model 98,75,16,43.29,100.57,0.258
6220,Hardware,Incarcator Gaz Model 5,22,10,58.71,118.34,0.379
6221,Auto,Furtun Intercooler 2.0 TDI Model 46,113,5,28.77,56.97,0.142
6222,Electronice,[Electronice] Osciloscop Model 29,111,10,291.58,543.95,0.205
6223,Hardware,Trusa Tubulare Model 94,88,15,192.8,405.45,0.119
6224,Perisabile,[Perisabile] Solutie Curatare Frane Model 27,89,17,270.73,419.35,0.316
6225,Auto,Filtru Aer Model 78,67,18,100.37,233.53,0.492
6226,Hardware,Trusa Tubulare Model 77,10,18,72.37,116.53,0.267
6227,Perisabile,[Perisabile] Solutie Curatare Frane Model 17,69,11,267.73,435.54,0.178
6228,Electronice,[Electronice] Multimetru Analogic Model 87,92,5,224.76,466.34,0.24
6229,Electronice,[Electronice] Sursa Laborator Model 23,107,8,208.87,392.71,0.277
6230,Hardware,Set Imbusuri Model 16,74,6,224.17,465.87,0.239
6231,Perisabile,[Perisabile] Spray Degripant Model 18,123,10,53.74,131.47,0.131
